,法人の名称フリガナ,法人の名称,ホームページアドレス,事業の種類
0,コウエキザイダンホウジン　ノグチヒデヨキネンカイ,公益財団法人野口英世記念会,https://www.noguchihideyo.or.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
公衆衛生の向上を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地域社会の健全な発展を目的とする事業"
0,コウエキザイダンホウジンコクサイブンカカイカン,公益財団法人国際文化会館,http://www.i-house.or.jp/jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
公衆衛生の向上を目的とする事業
男女共同参画社会の形成その他のより良い社会の形成の推進を目的とする事業
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業
国政の健全な運営の確保に資することを目的とする事業
公正かつ自由な経済活動の機会の確保及び促進並びにその活性化による国民生活の安定向上を目的とする事業"
0,コウエキザイダンホウジンキタキュウシュウカッセイカキョウギカイ,公益財団法人北九州活性化協議会,http://www.kpec.or.jp,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
勤労意欲のある者に対する就労の支援を目的とする事業
児童又は青少年の健全な育成を目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業
地域社会の健全な発展を目的とする事業"
0,コウエキザイダンホウジン　ニホンコウクウキョウイクキョウカイ,公益財団法人日本航空教育協会,http://www.jaeazaidan.org/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
勤労意欲のある者に対する就労の支援を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業
地域社会の健全な発展を目的とする事業"
0,コウエキザイダンホウジン　リヨウウンソウシンコウカイ,公益財団法人利用運送振興会,https://www.lmuse.or.jp,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
勤労意欲のある者に対する就労の支援を目的とする事業
児童又は青少年の健全な育成を目的とする事業
男女共同参画社会の形成その他のより良い社会の形成の推進を目的とする事業
公正かつ自由な経済活動の機会の確保及び促進並びにその活性化による国民生活の安定向上を目的とする事業
国民生活に不可欠な物資、エネルギー等の安定供給の確保を目的とする事業"
0,コウエキザイダンホウジンコオリヤマシブンカマナビシンコウコウシャ,公益財団法人郡山市文化・学び振興公社,http://www.bunka-manabi.or.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
勤労意欲のある者に対する就労の支援を目的とする事業
勤労者の福祉の向上を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
男女共同参画社会の形成その他のより良い社会の形成の推進を目的とする事業
地域社会の健全な発展を目的とする事業"
0,コウエキザイダンホウジン　カンサイブンカガクジュツケンキュウトシスイシンキコウ,公益財団法人関西文化学術研究都市推進機構,http://www.kri-p.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
国土の利用、整備又は保全を目的とする事業
公正かつ自由な経済活動の機会の確保及び促進並びにその活性化による国民生活の安定向上を目的とする事業"
0,コウエキザイダンホウジンコトアスカホゾンザイダン,公益財団法人古都飛鳥保存財団,http://www.asukabito.or.jp,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
国土の利用、整備又は保全を目的とする事業
地域社会の健全な発展を目的とする事業"
0,コウエキザイダンホウジントナミシハナトミドリトブンカノザイダン,公益財団法人砺波市花と緑と文化の財団,http://tonamibunka.or.jp/index.html,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
国土の利用、整備又は保全を目的とする事業
地域社会の健全な発展を目的とする事業"
0,コウエキザイダンホウジン　チュウキントウブンカセンター,公益財団法人中近東文化センター,http://www.meccj.or.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業"
0,コウエキザイダンホウジン　ユラヤマトコダイブンカケンキュウキョウカイ,公益財団法人由良大和古代文化研究協会,,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業"
